src,tgt
"Now, the reason I say that, because, afterwards, I was thinking -- well, I went back into the school -- I felt dirty; I felt betrayed; I felt ashamed, but mainly -- mainly, I felt powerless.","La raison pour laquelle je dis ça, c'est parce que, après, j'ai pensé -- donc, je suis retourné à l'école, je me suis senti sale, trahi j'avais honte, mais surtout -- je me sentais surtout impuissant,"
"And 30 years later I was sitting in an airplane, next to a lady called Veronica, who came from Chile, and we were on a human rights tour, and she was starting to tell me what it was like to be tortured, and, from my very privileged position, this was the only reference point that I had.","et 30 ans plus tard j'étais assis dans un avion à côté d'une femme, Veronica, qui venait du Chili et nous étions en tournée pour les droits de l'homme et elle a commencé à me raconter ce que ça faisait d'être torturée, et, de ma place très privilégiée, c'était ma seule référence sur la question."
"And it was an amazing learning experience because, for me, human rights have been something in which I had, you know, a part-time interest, but, mainly, it was something that happened to other people over there.","Et c'était une expérience de vie extraordinaire parce que pour moi, les droits de l'homme n'avaient qu'un intérêt partiel, vou voyez, mais surtout, c'était quelque chose qui arrivait aux autres, là-bas.."
"But I got a phone call from Bono in 1985 and, as you know, he's a great singer, but he's a magnificent hustler, and --  -- a very hard guy to say no to, and he was saying, you know, just after I'd done the Biko song, we're going to do a tour for Amnesty, you have to be on it, and really that was the first time that I'd been out and started meeting people","Mais j'ai reçu un appel de Bono en 1985 et, comme vous le savez, c'est un grand chanteur, mais c'est un sacré manipulateur, et --  c'est quelqu'un à qui il est difficile de dire non, et il disait c'était juste après que j'ai fait fait la chanson Biko, nous allons faire une tournée pour Amnesty. tu dois en faire partie, et, vraiment, c'était la première fois que je rencontrais des personnes"
"who'd watched their family being shot in front of them, who'd had a partner thrown out of an airplane into an ocean, and suddenly this world of human rights arrived in my world, and I couldn't really walk away in quite the same way as before.","qui avaient vu leur famille se faire tuer sous leurs yeux, et un proche jeté d'un avion dans l'océan, et soudain, ce monde des droits de l'homme est entré dans mon monde, et je ne pouvais vraiment plus m'en aller comme si de rien n'était."
"So I got involved with this tour, which was for Amnesty, and then in '88 I took over Bono's job trying to learn how to hustle.","Et donc je me suis impliqué dans cette tournée, qui était pour Amnesty, et, puis, en '88, j'ai repris le travail de Bono en essayant d'apprendre à convaincre."
"I didn't do it as well, but we managed to get Youssou N'Dour, Sting, Tracy Chapman, and Bruce Springsteen to go 'round the world for Amnesty, and it was an amazing experience.","Je n'ai pas aussi bien réussi, mais nous avons quand même obtenu Youssou N'Dour, Sting Tracy Chapman, et Bruce Springsteen pour faire le tour du monde pour Amnesty, et ce fut une expérience extraordinaire."
"And, once again, I got an extraordinary education, and it was the first time, really, that I'd met a lot of these people in the different countries, and these human rights stories became very physical, and, again, I couldn't really walk away quite so comfortably.","Et, une fois encore, j'ai eu une expérience de vie incroyable, et c'était la première fois, vraiment, que je rencontrais autant de ces personnes dans les différents pays et ces histoires de droits de l'homme sont devenues très concrètes, et, là encore, je ne pouvais plus faire comme si de rien n'était."
"But the thing that really amazed me, that I had no idea, was that you could suffer in this way and then have your whole experience, your story, denied, buried and forgotten.","Mais ce qui m'a vraiment surpris, ce dont je n'avais aucune idée c'était qu'on puisse souffrir comme ça et, qu'après, tout ce qu'on a vécu, votre histoire, soit nié enterré et oublié."
"And it seemed that whenever there was a camera around, or a video or film camera, it was a great deal harder to do -- for those in power to bury the story.","Et il semblait que dès qu'un appareil photo était présent ou une vidéo ou caméra vidéo, c'était beaucoup plus difficile pour ceux qui étaient au pouvoir d'enterrer l'histoire ."
"And Reebok set up a foundation after these Human Rights Now tours and there was a decision then -- well, we made a proposal, for a couple of years, about trying to set up a division that was going to give cameras to human rights activists.","Et Reebok a créé une fondation après cette tournée des droits de l'homme et une décision a été prise -- et nous avons fait une proposition, pendant quelques années, pour tenter de créer une filiale qui allait donner des appareils photos aux militants des droits de l'homme."
"It didn't really get anywhere, and then the Rodney King incident happened, and people thought, OK, if you have a camera in the right place at the right time, or, perhaps, the wrong time, depending who you are, then you can actually start doing something, and campaigning, and being heard, and telling people about what's going on.","Ca n'a pas donné grand chose et puis il y a eu l'incident Rodney King, et les gens ont pensé, Bon, si on a une caméra au bon endroit au bon moment, ou, peut-être, au mauvais moment, suivant le point de vue qu'on a, alors, on peut vraiment commencer à faire quelque chose. et à militer, et à être entendu, et à informer les gens de ce qu’il se passe."
"So, WITNESS was started in '92 and it's since given cameras out in over 60 countries.","Donc « Witness » a été créé en '92 et a, depuis, distribué des caméras dans plus de 60 pays."
"And we campaign with activist groups and help them tell their story and, in fact, I will show you in a moment one of the most recent campaigns, and I'm afraid it's a story from Uganda, and, although we had a wonderful story from Uganda yesterday, this one isn't quite so good.","Et nous militons avec des groupes d'activistes, et les aidons à raconter leurs histoires, et, en fait, dans un instant je vais vous montrer une des campagnes les plus récentes, et j'ai peur que ce soit une histoire d'Ouganda, et bien qu'hier nous ayons eu une histoire merveilleuse d'Ouganda celle-ci n'est pas tout à fait aussi bonne."
"In the north of Uganda, there are something like 1.5 million internally displaced people, people who are not refugees in another country, but because of the civil war, which has been going on for about 20 years, they have nowhere to live.","Et, dans le nord de l'Ouganda, il y a quelque chose comme un million et demi de personnes déplacées au sein du pays, des personnes qui ne sont pas des réfugiés d’autres pays, mais à cause de la guerre civile qui dure depuis environ 20 ans, ils n’ont nulle part où vivre."
"And 20,000 kids have been taken away to become child soldiers, and the International Criminal Court is going after five of the leaders of the -- now, what's it called?","Et 20000 enfants ont été enlevés pour devenir des enfants-soldats, et la cour criminelle internationale est en train de poursuivre cinq des chefs de – comment ça s’appelle ?"
"I forget the name of the of the army -- it's Lord's Resistance Army, I believe -- but the government, also, doesn't have a clean sheet, so if we could run the first video.","J’ai oublié le nom de – de l’armée, c’est la Lord’s Resistance Army je crois… – mais le gouvernement n’est pas innocent non plus donc nous allons lancer la première vidéo."
Woman: Life in the camp is never simple. Even today life is difficult.,Femme : La live dans le camp n'est jamais simple. Même aujourd'hui la vie est difficile
